session_id,session_position,session_length,track_id_clean,skip_1,skip_2,skip_3,not_skipped,context_switch,no_pause_before_play,short_pause_before_play,long_pause_before_play,hist_user_behavior_n_seekfwd,hist_user_behavior_n_seekback,hist_user_behavior_is_shuffle,hour_of_day,date,premium,context_type,hist_user_behavior_reason_start,hist_user_behavior_reason_end,skip_prediction
1_000073b9-fff6-48c4-bf8e-78d830abaa9c,2,10,t_21f92bc8-9616-4e14-975a-e6bab376bd51,False,False,False,True,0,1,0,0,0,0,False,17,2018-07-16,True,user_collection,trackdone,trackdone,False
1_000073b9-fff6-48c4-bf8e-78d830abaa9c,3,10,t_d5a9f89e-32ce-4e44-bf4f-1af27a91f631,False,False,False,True,0,0,1,1,0,0,False,17,2018-07-16,True,user_collection,trackdone,trackdone,False
1_000073b9-fff6-48c4-bf8e-78d830abaa9c,4,10,t_390dba1c-8bb5-47ae-9842-abecddb2f3da,False,False,False,True,0,1,0,0,0,0,False,17,2018-07-16,True,user_collection,trackdone,trackdone,True
1_000073b9-fff6-48c4-bf8e-78d830abaa9c,5,10,t_02d166a4-6d32-4171-affb-42203efd0003,False,False,False,True,0,1,0,0,0,0,False,17,2018-07-16,True,user_collection,trackdone,trackdone,True
1_0000cfb2-2cd0-4829-92c3-14f8dc765862,2,10,t_32270005-26a1-4763-8ba5-44fcc15f9914,True,True,True,False,0,1,0,0,0,0,False,7,2018-07-16,True,editorial_playlist,fwdbtn,fwdbtn,False
1_0000cfb2-2cd0-4829-92c3-14f8dc765862,3,10,t_46ca5054-e280-4f02-a874-e362e343f479,False,True,True,False,0,1,0,0,1,0,False,7,2018-07-16,True,editorial_playlist,fwdbtn,endplay,False
1_0000cfb2-2cd0-4829-92c3-14f8dc765862,4,10,t_0f123593-5cb5-42ec-b4db-fb291a2e5eb9,False,True,True,False,1,1,0,0,0,0,False,7,2018-07-16,True,user_collection,clickrow,endplay,True
1_0000cfb2-2cd0-4829-92c3-14f8dc765862,5,10,t_61a0db14-98a8-4ad1-a770-a3ea9baba121,False,False,True,False,0,1,0,0,0,0,False,7,2018-07-16,True,user_collection,clickrow,endplay,True
1_00011844-f086-48d1-a679-e718afdb5e3c,2,15,t_9c4eaa54-2e7c-435c-aa7c-f9c6d1bfac0e,False,False,True,False,1,1,0,0,0,0,False,7,2018-07-16,True,personalized_playlist,clickrow,fwdbtn,False
1_00011844-f086-48d1-a679-e718afdb5e3c,3,15,t_e5f9e640-e376-444b-97c7-ce144698e5d5,False,False,True,False,0,1,0,0,0,0,False,7,2018-07-16,True,personalized_playlist,fwdbtn,fwdbtn,False
1_00011844-f086-48d1-a679-e718afdb5e3c,4,15,t_a8de5530-64b8-4317-a8e6-28d75da49803,False,True,True,False,0,1,0,0,0,0,False,7,2018-07-16,True,personalized_playlist,fwdbtn,fwdbtn,True
1_00011844-f086-48d1-a679-e718afdb5e3c,5,15,t_55a14ecc-4156-484b-9782-a1220d2ba05a,False,False,False,True,0,1,0,0,0,0,False,7,2018-07-16,True,personalized_playlist,fwdbtn,trackdone,True
1_00011844-f086-48d1-a679-e718afdb5e3c,6,15,t_3cf13ceb-49c0-407c-904a-d5b1b1ba6d03,False,False,True,False,0,0,1,1,0,0,False,7,2018-07-16,True,personalized_playlist,trackdone,fwdbtn,True
1_00011844-f086-48d1-a679-e718afdb5e3c,7,15,t_be10fd98-1b0a-4a09-82e3-4b17b7c44a2b,False,False,True,False,0,1,0,0,0,0,False,7,2018-07-16,True,personalized_playlist,fwdbtn,fwdbtn,True
1_0001fb00-1981-4273-8f8f-48a3105f4ae6,2,12,t_18a010e0-0d30-4763-96cc-b590c00cc26b,False,False,False,True,0,1,0,0,0,0,False,13,2018-07-16,True,catalog,trackdone,trackdone,False
1_0001fb00-1981-4273-8f8f-48a3105f4ae6,3,12,t_80dc06cd-334f-44a8-8236-8755941b7db1,False,False,False,True,0,1,0,0,0,0,False,13,2018-07-16,True,catalog,trackdone,trackdone,False
1_0001fb00-1981-4273-8f8f-48a3105f4ae6,4,12,t_9da50c17-1fda-4d5d-ad7a-70b4a9edb01c,False,False,True,False,0,1,0,0,0,0,False,13,2018-07-16,True,catalog,trackdone,endplay,True
1_0001fb00-1981-4273-8f8f-48a3105f4ae6,5,12,t_d85843c1-ac13-4563-9807-a9d11c6e8242,False,False,False,True,0,1,0,0,0,0,False,13,2018-07-16,True,catalog,clickrow,trackdone,True
1_0001fb00-1981-4273-8f8f-48a3105f4ae6,6,12,t_18a010e0-0d30-4763-96cc-b590c00cc26b,False,False,False,True,0,1,0,0,0,0,False,13,2018-07-16,True,catalog,trackdone,trackdone,True
1_00031671-edd9-469d-a943-e5b353d47591,2,19,t_edb3fea2-2c45-40bd-88cf-796bbc5ac002,False,True,True,False,0,1,0,0,0,0,False,21,2018-07-15,False,user_collection,trackdone,fwdbtn,False
1_00031671-edd9-469d-a943-e5b353d47591,3,19,t_40c8e69e-f5d9-48ff-a9de-e62fcb78d3b7,True,True,True,False,0,1,0,0,0,0,False,21,2018-07-15,False,user_collection,fwdbtn,fwdbtn,False
1_00031671-edd9-469d-a943-e5b353d47591,4,19,t_88cf5a61-3905-488f-9242-f8ef4b9ebbba,False,False,False,True,0,1,0,0,0,0,False,21,2018-07-15,False,user_collection,fwdbtn,trackdone,True
1_00031671-edd9-469d-a943-e5b353d47591,5,19,t_ce6cbaa6-9042-44bf-841e-4d53b15e8a68,False,False,False,True,0,1,0,0,0,0,False,21,2018-07-15,False,user_collection,trackdone,trackdone,True
1_00031671-edd9-469d-a943-e5b353d47591,6,19,t_9667633c-f49f-4bac-9b87-ae904bd84af8,False,True,True,False,0,1,0,0,0,0,False,21,2018-07-15,False,user_collection,trackdone,fwdbtn,True
1_00031671-edd9-469d-a943-e5b353d47591,7,19,t_81afe911-f83c-4255-ad20-c97099d5a3bd,False,False,False,True,0,1,0,0,0,0,False,21,2018-07-15,False,user_collection,fwdbtn,trackdone,True
1_00031671-edd9-469d-a943-e5b353d47591,8,19,t_6630fa7d-86bb-43db-89ba-8874f703073a,False,False,False,True,0,1,0,0,0,0,False,21,2018-07-15,False,user_collection,trackdone,trackdone,True
1_00031671-edd9-469d-a943-e5b353d47591,9,19,t_9a6a192e-f696-488a-be4a-18d8b8bc5d95,False,False,False,True,0,1,0,0,0,0,False,21,2018-07-15,False,user_collection,trackdone,trackdone,True
1_00036caf-2fad-4698-851c-64a2b7d92bfd,2,14,t_08a737c6-5797-498f-8e89-eb46b8c7218f,False,False,False,True,0,1,0,0,0,0,False,2,2018-07-16,True,user_collection,trackdone,trackdone,False
1_00036caf-2fad-4698-851c-64a2b7d92bfd,3,14,t_512ba624-21bf-4d0c-95b8-be4deb5bbc34,False,False,True,False,0,0,1,1,0,0,False,2,2018-07-16,True,user_collection,trackdone,fwdbtn,False
1_00036caf-2fad-4698-851c-64a2b7d92bfd,4,14,t_a323b398-59c8-441d-802a-807c92f0c969,True,True,True,False,0,1,0,0,0,0,False,2,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_00036caf-2fad-4698-851c-64a2b7d92bfd,5,14,t_f94efda0-49d5-4897-ad66-278e583a5243,True,True,True,False,0,1,0,0,0,0,False,2,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_00036caf-2fad-4698-851c-64a2b7d92bfd,6,14,t_25cfdde6-b20a-47e8-8074-4c8fc9e62bf4,True,True,True,False,0,1,0,0,0,0,False,2,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_00036caf-2fad-4698-851c-64a2b7d92bfd,7,14,t_d8987d8f-bb62-4eb0-be25-8663e38b81e0,True,True,True,False,0,1,0,0,0,0,False,2,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_0003907b-1559-418e-9347-b6fe44dcd809,2,20,t_e52046d5-4d56-48ac-a88e-006dbd43d6f1,False,False,False,True,0,1,0,0,0,0,False,11,2018-07-16,True,radio,fwdbtn,trackdone,False
1_0003907b-1559-418e-9347-b6fe44dcd809,3,20,t_e67811c4-208a-4473-8034-c015f0f7736a,False,False,False,True,0,0,1,1,0,0,False,11,2018-07-16,True,radio,trackdone,trackdone,False
1_0003907b-1559-418e-9347-b6fe44dcd809,4,20,t_aa65ec5c-686b-40c1-b7ea-ad72f6c3658a,False,False,False,True,0,0,1,1,0,0,False,11,2018-07-16,True,radio,trackdone,trackdone,True
1_0003907b-1559-418e-9347-b6fe44dcd809,5,20,t_3b23fc8b-8116-4959-bd2a-f0d9751f89b4,False,False,False,True,0,1,0,0,0,0,False,11,2018-07-16,True,radio,trackdone,trackdone,True
1_0003907b-1559-418e-9347-b6fe44dcd809,6,20,t_0160c33c-4dd4-4489-aa48-94002b0698e2,False,False,True,False,0,0,1,1,0,0,False,11,2018-07-16,True,radio,trackdone,fwdbtn,True
1_0003907b-1559-418e-9347-b6fe44dcd809,7,20,t_59dc3fcd-7aec-4da5-a747-b59b19bab3bb,True,True,True,False,0,1,0,0,0,0,False,11,2018-07-16,True,radio,fwdbtn,backbtn,True
1_0003907b-1559-418e-9347-b6fe44dcd809,8,20,t_0160c33c-4dd4-4489-aa48-94002b0698e2,False,False,False,True,0,1,0,0,0,0,False,11,2018-07-16,True,radio,backbtn,trackdone,True
1_0003907b-1559-418e-9347-b6fe44dcd809,9,20,t_59dc3fcd-7aec-4da5-a747-b59b19bab3bb,False,False,False,True,0,0,1,1,0,0,False,11,2018-07-16,True,radio,trackdone,trackdone,True
1_0003907b-1559-418e-9347-b6fe44dcd809,10,20,t_9f611cff-ecee-4e42-84a0-c24cf9a98202,False,False,False,True,0,1,0,0,0,0,False,11,2018-07-16,True,radio,trackdone,trackdone,True
1_0003c087-0527-4cd6-aac7-c68191b43bfd,2,17,t_b076fb75-b1bd-44b3-a284-e7db55dddfb9,True,True,True,False,0,1,0,0,0,0,False,23,2018-07-15,False,user_collection,fwdbtn,fwdbtn,False
1_0003c087-0527-4cd6-aac7-c68191b43bfd,3,17,t_061a42e1-a391-4c25-b06c-c416781ab4c6,True,True,True,False,0,0,0,1,0,1,False,23,2018-07-15,False,user_collection,trackdone,backbtn,False
1_0003c087-0527-4cd6-aac7-c68191b43bfd,4,17,t_b076fb75-b1bd-44b3-a284-e7db55dddfb9,False,False,False,False,0,0,0,1,0,1,False,23,2018-07-15,False,user_collection,backbtn,fwdbtn,True
1_0003c087-0527-4cd6-aac7-c68191b43bfd,5,17,t_061a42e1-a391-4c25-b06c-c416781ab4c6,True,True,True,False,0,1,0,0,0,0,False,23,2018-07-15,False,user_collection,fwdbtn,fwdbtn,True
1_0003c087-0527-4cd6-aac7-c68191b43bfd,6,17,t_77b02acb-1b1f-4b36-b8fc-2c3e01892b9a,True,True,True,False,0,1,0,0,0,0,False,23,2018-07-15,False,user_collection,fwdbtn,fwdbtn,True
1_0003c087-0527-4cd6-aac7-c68191b43bfd,7,17,t_b9ff3b1d-cb47-4263-a67b-06012fd03093,True,True,True,False,0,1,0,0,0,0,False,23,2018-07-15,False,user_collection,fwdbtn,fwdbtn,True
1_0003c087-0527-4cd6-aac7-c68191b43bfd,8,17,t_38fd7ac1-dc4d-4b0c-a712-aecf91b9845d,True,True,True,False,0,1,0,0,0,0,False,23,2018-07-15,False,user_collection,fwdbtn,fwdbtn,True
1_0003fd76-1f94-463a-bce2-2301be65e48f,2,20,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,True,True,True,False,0,1,0,0,0,0,False,17,2018-07-16,True,user_collection,fwdbtn,fwdbtn,False
1_0003fd76-1f94-463a-bce2-2301be65e48f,3,20,t_2fd6279a-06cd-4d5d-9e54-1912f51bb3c3,True,True,True,False,0,1,0,0,0,0,False,17,2018-07-16,True,user_collection,fwdbtn,fwdbtn,False
1_0003fd76-1f94-463a-bce2-2301be65e48f,4,20,t_de860a61-bb57-4386-9d5a-6ba111c4c266,True,True,True,False,0,1,0,0,0,0,False,17,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_0003fd76-1f94-463a-bce2-2301be65e48f,5,20,t_0e3dec82-10b4-49f1-8c2e-cd19249f7d2c,True,True,True,False,0,1,0,0,0,0,False,17,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_0003fd76-1f94-463a-bce2-2301be65e48f,6,20,t_eb0063cc-948f-41d4-9dab-bf4b0e70d21e,True,True,True,False,0,1,0,0,0,0,False,17,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_0003fd76-1f94-463a-bce2-2301be65e48f,7,20,t_4319026b-d2b5-478d-bf37-8f2873645c5c,True,True,True,False,0,1,0,0,0,0,False,17,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_0003fd76-1f94-463a-bce2-2301be65e48f,8,20,t_e8fa3463-7ef7-4ca5-8e65-2df979012c34,True,True,True,False,0,1,0,0,0,0,False,17,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_0003fd76-1f94-463a-bce2-2301be65e48f,9,20,t_9a03f300-6504-4c7a-92b1-4cd88354ee74,True,True,True,False,0,1,0,0,0,0,False,17,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_0003fd76-1f94-463a-bce2-2301be65e48f,10,20,t_297efa33-b070-4e5d-bb42-111237295b6c,True,True,True,False,0,1,0,0,0,0,False,17,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_00045202-f9cc-4aa2-bb2f-e1288d0c347b,2,20,t_9705cb1d-4b78-4971-96a8-3ce7788caaa6,False,False,True,False,1,1,0,0,0,0,True,22,2018-07-15,True,editorial_playlist,clickrow,endplay,False
1_00045202-f9cc-4aa2-bb2f-e1288d0c347b,3,20,t_7e7e70b7-62c4-4f2f-b399-fa2b403d7082,False,False,True,False,1,1,0,0,0,0,False,22,2018-07-15,True,catalog,clickrow,endplay,False
1_00045202-f9cc-4aa2-bb2f-e1288d0c347b,4,20,t_8ec68764-b881-40d8-bf43-ecd47341a984,True,True,True,False,1,1,0,0,0,0,True,22,2018-07-15,True,editorial_playlist,clickrow,fwdbtn,True
1_00045202-f9cc-4aa2-bb2f-e1288d0c347b,5,20,t_604c6a9d-1e48-4608-9c0e-ac1447808049,True,True,True,False,0,1,0,0,0,0,True,22,2018-07-15,True,editorial_playlist,fwdbtn,fwdbtn,True
1_00045202-f9cc-4aa2-bb2f-e1288d0c347b,6,20,t_c7f0b195-950c-4adc-8e8f-c8bc075976ff,True,True,True,False,0,1,0,0,0,0,True,22,2018-07-15,True,editorial_playlist,fwdbtn,fwdbtn,True
1_00045202-f9cc-4aa2-bb2f-e1288d0c347b,7,20,t_cd661951-833f-4392-b101-f83568a0ae70,False,False,False,True,0,1,0,0,0,0,True,22,2018-07-15,True,editorial_playlist,fwdbtn,trackdone,True
1_00045202-f9cc-4aa2-bb2f-e1288d0c347b,8,20,t_adbb8940-65eb-42e9-a3c0-9d1e271765c3,False,True,True,False,0,1,0,0,0,0,True,22,2018-07-15,True,editorial_playlist,trackdone,fwdbtn,True
1_00045202-f9cc-4aa2-bb2f-e1288d0c347b,9,20,t_aebadd5b-db66-4264-be13-137e2bf89801,True,True,True,False,0,1,0,0,0,0,True,22,2018-07-15,True,editorial_playlist,fwdbtn,fwdbtn,True
1_00045202-f9cc-4aa2-bb2f-e1288d0c347b,10,20,t_01d0b9bd-9b4c-4245-8e9e-1dd6b09be4b8,True,True,True,False,0,1,0,0,0,0,True,22,2018-07-15,True,editorial_playlist,fwdbtn,fwdbtn,True
1_00046f32-b8f4-4e5d-8d1b-08276928c96e,2,20,t_7b05c56d-19b2-410d-bb0c-76e1b0d40fa0,False,False,True,False,0,1,0,0,0,0,False,23,2018-07-15,False,catalog,fwdbtn,endplay,False
1_00046f32-b8f4-4e5d-8d1b-08276928c96e,3,20,t_f1068a55-3e87-4793-8164-54301ee833b3,False,False,False,True,0,1,0,0,0,4,False,23,2018-07-15,False,catalog,clickrow,trackdone,False
1_00046f32-b8f4-4e5d-8d1b-08276928c96e,4,20,t_f2f7f4a4-fb53-4d71-9aa5-a7b6433242f7,False,False,False,True,0,1,0,0,0,2,False,23,2018-07-15,False,catalog,trackdone,trackdone,True
1_00046f32-b8f4-4e5d-8d1b-08276928c96e,5,20,t_68d365f4-352e-4976-8064-360405b166f0,False,False,True,False,0,1,0,0,0,2,False,23,2018-07-15,False,catalog,trackdone,backbtn,True
1_00046f32-b8f4-4e5d-8d1b-08276928c96e,6,20,t_f2f7f4a4-fb53-4d71-9aa5-a7b6433242f7,False,False,False,True,0,1,0,0,0,0,False,0,2018-07-16,False,catalog,backbtn,trackdone,True
1_00046f32-b8f4-4e5d-8d1b-08276928c96e,7,20,t_68d365f4-352e-4976-8064-360405b166f0,False,False,False,True,0,1,0,0,0,1,False,0,2018-07-16,False,catalog,trackdone,trackdone,True
1_00046f32-b8f4-4e5d-8d1b-08276928c96e,8,20,t_05115f1e-4471-47c7-a291-958744c2081a,False,False,False,True,0,0,0,1,0,2,False,0,2018-07-16,False,catalog,trackdone,trackdone,True
1_00046f32-b8f4-4e5d-8d1b-08276928c96e,9,20,t_4f0fdc6f-4616-4134-85c6-4ed3fb887f0f,False,False,False,True,0,1,0,0,0,0,False,0,2018-07-16,False,catalog,trackdone,trackdone,True
1_00046f32-b8f4-4e5d-8d1b-08276928c96e,10,20,t_02c5ff9c-d8fd-4e53-a8e1-1844062a1735,False,False,True,False,0,1,0,0,0,0,False,0,2018-07-16,False,catalog,trackdone,endplay,True
1_000476fe-3122-462d-b4d6-bafc24d0f557,2,20,t_72ece420-74b7-4bfa-ad4e-9075883517e9,False,False,True,False,0,0,1,1,0,0,False,21,2018-07-15,True,radio,trackdone,fwdbtn,False
1_000476fe-3122-462d-b4d6-bafc24d0f557,3,20,t_8c52b945-97fa-4651-b0c9-e520b00c97b7,True,True,True,False,0,1,0,0,0,0,False,21,2018-07-15,True,radio,fwdbtn,fwdbtn,False
1_000476fe-3122-462d-b4d6-bafc24d0f557,4,20,t_b0dc3f71-a36f-4e90-adf8-ee48ba3d15f3,False,False,False,True,0,1,0,0,0,0,False,21,2018-07-15,True,radio,fwdbtn,trackdone,True
1_000476fe-3122-462d-b4d6-bafc24d0f557,5,20,t_ea599927-4a41-4dfe-a7cb-17ecf02df607,False,False,True,False,0,0,1,1,0,0,False,21,2018-07-15,True,radio,trackdone,fwdbtn,True
1_000476fe-3122-462d-b4d6-bafc24d0f557,6,20,t_7166fb41-bcef-4113-aa14-63ec9f294769,False,False,True,False,0,0,0,1,0,0,False,21,2018-07-15,True,radio,fwdbtn,fwdbtn,True
1_000476fe-3122-462d-b4d6-bafc24d0f557,7,20,t_15dc1b07-bdd9-46f7-8fe7-cd1d04a20df2,True,True,True,False,0,1,0,0,0,0,False,21,2018-07-15,True,radio,fwdbtn,fwdbtn,True
1_000476fe-3122-462d-b4d6-bafc24d0f557,8,20,t_cdb215a4-3b34-4fa8-81b8-ead0c5de3213,True,True,True,False,0,1,0,0,0,0,False,21,2018-07-15,True,radio,fwdbtn,fwdbtn,True
1_000476fe-3122-462d-b4d6-bafc24d0f557,9,20,t_f37628d5-099d-4d90-825c-305698cbbeab,True,True,True,False,0,1,0,0,0,0,False,21,2018-07-15,True,radio,fwdbtn,fwdbtn,True
1_000476fe-3122-462d-b4d6-bafc24d0f557,10,20,t_1c17b08c-58d9-4c14-9f8a-cf232d2078c9,True,True,True,False,0,1,0,0,0,0,False,21,2018-07-15,True,radio,fwdbtn,fwdbtn,True
1_00047ec1-6ade-4a2f-abc7-9e7cbf44a2a3,2,15,t_8797823f-e332-4060-bb9b-f54472478423,False,False,False,True,0,1,0,0,0,0,False,13,2018-07-16,True,user_collection,clickrow,trackdone,False
1_00047ec1-6ade-4a2f-abc7-9e7cbf44a2a3,3,15,t_29edf661-57cb-4efe-a2c3-75fb7f12a691,False,False,False,True,0,1,0,0,0,0,False,13,2018-07-16,True,user_collection,trackdone,trackdone,False
1_00047ec1-6ade-4a2f-abc7-9e7cbf44a2a3,4,15,t_f11791ea-0e4b-44c9-b324-aaf01d390150,False,False,False,True,0,1,0,0,0,0,False,13,2018-07-16,True,user_collection,trackdone,trackdone,True
1_00047ec1-6ade-4a2f-abc7-9e7cbf44a2a3,5,15,t_2f2d6e0d-8fae-40cc-88fa-3c1bf5e1aa11,False,False,False,True,0,1,0,0,0,0,False,13,2018-07-16,True,user_collection,trackdone,trackdone,True
1_00047ec1-6ade-4a2f-abc7-9e7cbf44a2a3,6,15,t_2fd6279a-06cd-4d5d-9e54-1912f51bb3c3,False,True,True,False,0,0,1,1,0,0,False,13,2018-07-16,True,user_collection,trackdone,fwdbtn,True
1_00047ec1-6ade-4a2f-abc7-9e7cbf44a2a3,7,15,t_0e3dec82-10b4-49f1-8c2e-cd19249f7d2c,False,True,True,False,0,1,0,0,0,0,False,13,2018-07-16,True,user_collection,fwdbtn,fwdbtn,True
1_00048166-0b54-46a1-923d-ca80170cbc78,2,20,t_77b02acb-1b1f-4b36-b8fc-2c3e01892b9a,False,False,False,True,0,1,0,0,0,0,False,17,2018-07-16,True,user_collection,trackdone,trackdone,False
1_00048166-0b54-46a1-923d-ca80170cbc78,3,20,t_f2090700-825e-478f-91b5-52ec693296d4,False,False,False,True,0,1,0,0,0,0,False,17,2018-07-16,True,user_collection,trackdone,trackdone,False
1_00048166-0b54-46a1-923d-ca80170cbc78,4,20,t_2de5eaff-fb48-4114-a929-a38b5ee08f8d,False,False,False,True,0,1,0,0,0,0,False,17,2018-07-16,True,user_collection,trackdone,trackdone,True
1_00048166-0b54-46a1-923d-ca80170cbc78,5,20,t_1131add1-4106-4a84-a117-63b8145cb4a8,False,False,False,True,0,1,0,0,0,0,False,17,2018-07-16,True,user_collection,trackdone,trackdone,True
1_00048166-0b54-46a1-923d-ca80170cbc78,6,20,t_98e73634-8f33-4275-b544-3451553f431e,False,False,False,True,0,1,0,0,0,0,False,17,2018-07-16,True,user_collection,trackdone,trackdone,True
1_00048166-0b54-46a1-923d-ca80170cbc78,7,20,t_8c4d29b1-e0bf-464c-88f7-ac19240cbba0,False,False,False,True,0,1,0,0,0,0,False,17,2018-07-16,True,user_collection,trackdone,trackdone,True
1_00048166-0b54-46a1-923d-ca80170cbc78,8,20,t_f5205a27-c6b0-4c4d-b45f-312798372619,False,False,False,True,0,1,0,0,0,0,False,17,2018-07-16,True,user_collection,trackdone,trackdone,True
1_00048166-0b54-46a1-923d-ca80170cbc78,9,20,t_fb493d48-c98a-4101-8091-70d3a520d2c6,False,False,False,True,0,1,0,0,0,0,False,17,2018-07-16,True,user_collection,trackdone,trackdone,True
1_00048166-0b54-46a1-923d-ca80170cbc78,10,20,t_0ef6d2c8-faf9-4ebe-ac75-2bade8696a3d,False,True,True,False,0,1,0,0,0,0,False,17,2018-07-16,True,user_collection,trackdone,fwdbtn,True
1_0004b1c2-9798-46e9-abb8-10c91b504654,2,20,t_29a3895e-2c91-49a6-9383-6a71c597390d,False,False,False,True,0,1,0,0,0,0,False,20,2018-07-15,True,charts,trackdone,trackdone,False
1_0004b1c2-9798-46e9-abb8-10c91b504654,3,20,t_a66ea088-b357-449a-8a1e-64dd0b8d6cb5,False,False,False,True,0,1,0,0,0,0,False,20,2018-07-15,True,charts,trackdone,trackdone,False
1_0004b1c2-9798-46e9-abb8-10c91b504654,4,20,t_abe577df-bc3e-48ff-a13c-f2fd7a295ba6,False,False,False,True,0,1,0,0,0,0,False,20,2018-07-15,True,charts,trackdone,trackdone,True
